Title,Calories,Proteins,Fats,Carbohydrates
фасоль мотыльковая mothbeans,343,22.94,1.61,61.52
фасоль мотыльковая mothbeans вареная без соли,117,7.81,0.55,20.96
фасоль мотыльковая mothbeans вареная с солью,117,7.81,0.55,20.96
фасоль пинто пёстрая зрелая,347,21.42,1.23,47.05
фасоль пинто пёстрая зрелая вареная без соли,143,09.01,0.65,17.22
фасоль пинто пёстрая зрелая вареная с солью,143,09.01,0.65,17.22
фасоль пинто пёстрая зрелая консервированная,82,4.6,0.56,10.58
фасоль пинто пёстрая зрелая консервированная с пониженным содержанием соли,82,4.6,0.56,10.58
фасоль пинто пёстрая зрелая консервированная содержимое без жидкости промытая водой,117,07.04,0.97,20.77
фасоль пинто пёстрая зрелые проросшие семена,62,5.25,0.9,11.6
фасоль пинто пёстрая зрелые проросшие семена вареные без соли,22,1.86,0.32,4.1
фасоль пинто пёстрая зрелые проросшие семена вареные с солью,20,1.86,0.32,3.5
фасоль пинто пёстрая консервированная содержимое без жидкости,114,6.99,0.9,14.72
фасоль пинто пёстрая незрелые семена замороженная,170,9.8,0.5,26.8
фасоль пинто пёстрая незрелые семена замороженная вареная без соли,162,9.31,0.48,25.47
фасоль пинто пёстрая незрелые семена замороженные вареные с солью,162,9.31,0.48,25.47
фасоль розовая зрелые семена,343,20.96,1.13,51.49
фасоль розовая зрелые семена вареная без соли,149,09.06,0.49,22.61
фасоль розовая зрелые семена вареная с солью,149,09.06,0.49,22.61
фасоль стручковая,23,2.5,0.3,3
фасоль стручковая шелли консервированная,30,1.76,0.19,2.79
фасоль стручковая желтая,31,1.82,0.12,3.73
фасоль стручковая желтая вареная без соли,35,1.89,0.28,4.58
фасоль стручковая желтая вареная с солью,35,1.89,0.28,4.58
фасоль стручковая желтая замороженная,33,1.8,0.21,4.78
фасоль стручковая желтая замороженная вареная без соли,28,1.49,0.17,3.45
фасоль стручковая желтая замороженная вареная с солью,28,1.49,0.17,3.45
фасоль стручковая желтая консервированная,15,0.8,0.1,2
фасоль стручковая желтая консервированная без соли,15,0.8,0.1,2
фасоль стручковая зеленая,31,1.83,0.22,4.27
фасоль стручковая зеленая вареная без соли,35,1.89,0.28,4.68
фасоль стручковая зеленая вареная замороженная без соли,28,1.49,0.17,3.45
фасоль стручковая зеленая вареная с солью,35,1.89,0.28,4.68
фасоль стручковая зеленая замороженная,33,1.79,0.21,4.94
